english,translation,frequency_rank,pos,example,is_phrasal
to bail on someone,подвести кого-то; кинуть; не прийти (разг.),30770,phrasal,,true
no strings attached,без обязательств; ни к чему не обязывая,30771,idiom,,false
to put it bluntly,честно говоря; начистоту,30772,idiom,,false
(place) is a dump,это дыра; убогое место (разг.),30773,idiom,,false
to dump someone,бросить кого-то; порвать отношения,30774,verb,,false
... per se,как таковой; сам по себе,30775,idiom,,false
dumpster,мусорный контейнер; помойка,30776,noun,,false
to dig deep,копать глубже; выкладываться по полной,30777,idiom,,false
keep your nose clean,не лезь в неприятности; веди себя честно,30778,idiom,,false
better safe than sorry,бережёного бог бережёт; лучше перебдеть,30779,idiom,,false
down in the dumps,в унынии; в подавленном настроении,30780,idiom,,false
head over heels,влюбиться без памяти; по уши,30781,idiom,,false
the dump,свалка; помойка,30782,noun,,false
to rub someone's nose in it,тыкать носом; злорадствовать,30783,idiom,,false
never delivers,всё время подводит; никогда не выполняет обещанного,30784,phrase,,false
to call dibs,застолбить за собой; чур моё,30785,idiom,,false
to solidify something,закрепить; упрочить,30786,verb,,false
to pick someone's brain,выведать чьи-то знания; расспросить знатока,30787,idiom,,false
to have no say,не иметь права голоса,30788,idiom,,false
no less so than...,"не менее, чем...",30789,phrase,,false
to haul ass,мчаться во весь опор; пошевеливаться (груб.),30790,idiom,,false
to get a lot out of something,извлечь много пользы из чего-то,30791,idiom,,false
to fool around,валять дурака; бездельничать,30792,phrasal,,true
I can live with some...,с этим я могу смириться; это терпимо,30793,phrase,,false
is top shelf,высший сорт; первоклассный,30794,idiom,,false
RIP...,покойся с миром...,30795,phrase,,false
You reap what you sow,"что посеешь, то и пожнёшь",30796,idiom,,false
I can't shake SOMETHING,никак не могу избавиться от...,30797,phrase,,false
I'm off out TIME,я ухожу; меня не будет (разг.),30798,phrase,,false
just plain ADJECTIVE,просто-напросто...; откровенно...,30799,adv,,false
the tide has turned for/against,ситуация изменилась в пользу/против,30800,idiom,,false
sit tight,сиди смирно; жди,30801,idiom,,false
A pales in comparison to B,A не идёт ни в какое сравнение с B,30802,idiom,,false
binge-listening,запойное прослушивание,30803,noun,,false
a token American,американец для галочки; символический американец,30804,idiom,,false
a solid background in,солидный опыт/база в,30805,phrase,,false
a perfect mix of A and B,идеальное сочетание A и B,30806,phrase,,false
puts a smile on my face,вызывает у меня улыбку; радует меня,30807,idiom,,false
to water down,разбавлять; смягчать; выхолащивать,30808,phrasal,,true
freebies,халява; бесплатные подарки,30809,noun,,false
to tide someone over,помочь продержаться; перебиться,30810,phrasal,,true
to get through TIME,пережить; продержаться (период),30811,phrasal,,true
no pun intended,без каламбура; не сочтите за каламбур,30812,phrase,,false
a sticky situation,щекотливая ситуация,30813,idiom,,false
NERD vs GEEK,ботаник против гика,30814,phrase,,false
to be thick-skinned,иметь толстую кожу; быть неуязвимым к критике,30815,idiom,,false
save my spot,займи мне место,30816,phrase,,false
to cut in line,влезть без очереди,30817,idiom,,false
a retrospective,ретроспектива; обзор прошлого,30818,noun,,false
Third World problems,проблемы сытых; надуманные проблемы,30819,idiom,,false
to nip it in the bud,пресечь в зародыше,30820,idiom,,false
to be engaged,быть помолвленным; быть занятым,30821,verb,,false
to run ragged,загнать до изнеможения,30822,idiom,,false
a Sunday driver,медлительный водитель; тихоход,30823,idiom,,false
to swerve,резко свернуть; вильнуть,30824,verb,,false
to fall flat,провалиться; не возыметь эффекта,30825,idiom,,false
to be washed up,выдохнуться; быть конченым (о карьере),30826,idiom,,false
to be in its infancy,быть в зачаточном состоянии,30827,idiom,,false
to break even,выйти в ноль; окупиться,30828,idiom,,false
dazzle,ослеплять; поражать,30829,verb,,false
to mold A into B,превратить A в B; вылепить из A B,30830,idiom,,false
to pan out,сложиться удачно; выгореть,30831,phrasal,,true
asking price,запрашиваемая цена,30832,noun,,false
Yikes!,ой!; ужас!,30833,interjection,,false
to GIVE smo A HOLLER,звякнуть кому-то; черкнуть весточку,30834,idiom,,false
to dwell on something,зацикливаться на чём-то; долго переживать,30835,phrasal,,true
to be industrious,быть трудолюбивым,30836,adj,,false
More power to you!,молодец!; так держать!,30837,interjection,,false
standing in my way,стоять на моём пути; мешать мне,30838,idiom,,false
He can hold his own.,он не даст себя в обиду; он справится сам,30839,idiom,,false
He is a loose cannon,он непредсказуем; от него жди беды,30840,idiom,,false
(to be) bogged down,увязнуть; быть заваленным (делами),30841,phrasal,,true
to blow off some steam,выпустить пар; разрядиться,30842,idiom,,false
nagging,ноющий; назойливый; придирки,30843,adj,,false
go figure,поди разбери; вот так дела,30844,idiom,,false
that figures,так и думал; ожидаемо,30845,idiom,,false
snubbed,проигнорированный; отвергнутый,30846,adj,,false
kudos,респект; почёт и уважение,30847,noun,,false
starting is half the battle,начать — полдела сделать,30848,idiom,,false
litterbug,"тот, кто мусорит; неряха",30849,noun,,false
to take it out on someone,срывать злость на ком-то,30850,idiom,,false
on the sly,тайком; исподтишка,30851,idiom,,false
up and about,на ногах; выздоровевший,30852,idiom,,false
steep,крутой (о подъёме); заоблачный (о цене),30853,adj,,false
a grand,тысяча долларов; косарь (разг.),30854,noun,,false
Let's throw a party,давай устроим вечеринку,30855,phrase,,false
trash it,выбрось это; раскритикуй в пух и прах,30856,verb,,false
stepping stone,ступенька к цели; трамплин,30857,idiom,,false
to get duped,быть обманутым; попасться на удочку,30858,idiom,,false
Zip it!,молчи!; закрой рот! (разг.),30859,interjection,,false
a stickler,придира; педант,30860,noun,,false
butt out,не лезь не в своё дело,30861,phrasal,,true
tough it out,перетерпеть; продержаться,30862,phrasal,,true
"""knock yourself out"" PART 2",делай что хочешь; не стесняйся (ч.2),30863,idiom,,false
knock yourself out PART ONE,делай что хочешь; не стесняйся (ч.1),30864,idiom,,false
"spring forward, fall back","весной вперёд, осенью назад (о переводе часов)",30865,idiom,,false
to give someone a boost,поддержать кого-то; подбодрить; подсадить,30866,idiom,,false
to butter SMO up,подлизываться к кому-то; умасливать,30867,phrasal,,true
beat around the bush,ходить вокруг да около,30868,idiom,,false
"a mooch, to mooch, to mooch off",нахлебник; клянчить; жить за чужой счёт,30869,idiom,,false
grueling,изнурительный; выматывающий,30870,adj,,false
top it off,в довершение всего; добавить напоследок,30871,phrasal,,true
face the music,отвечать за свои поступки; расхлёбывать,30872,idiom,,false
way/far/much too much!,уж слишком много!,30873,phrase,,false
all too much,всё это чересчур,30874,idiom,,false
back in the saddle,снова в строю; вернуться к делу,30875,idiom,,false
raining cats and dogs,льёт как из ведра,30876,idiom,,false
a little too strange,немного странновато,30877,phrase,,false
How does ~ strike you?,как тебе ~?; как на тебя это действует?,30878,phrase,,false
out in the sticks,в глуши; у чёрта на куличках,30879,idiom,,false
pushing up daisies,на том свете; кормить червей,30880,idiom,,false
a train wreck,полный провал; катастрофа,30881,idiom,,false
when pigs fly,когда рак на горе свистнет,30882,idiom,,false
it'll never fly,это не пройдёт; ничего не выйдет,30883,idiom,,false
"Out of sight, out of mind!",с глаз долой — из сердца вон,30884,idiom,,false
to scramble,суетиться; лихорадочно собираться,30885,verb,,false
food for thought,пища для размышлений,30886,idiom,,false
right off the bat,сразу; с ходу,30887,idiom,,false
a crook,мошенник; жулик,30888,noun,,false
to stifle something,подавлять; заглушать,30889,verb,,false
to feel stifled,чувствовать себя скованно; задыхаться,30890,idiom,,false
to crack open,вскрыть; распечатать,30891,phrasal,,true
cut me some slack,не будь так строг ко мне; дай поблажку,30892,idiom,,false
one too many,"на одну больше, чем надо; перебор",30893,idiom,,false
not carved in stone,не высечено в камне; не окончательно,30894,idiom,,false
a crock,чушь; враньё,30895,noun,,false
stay ahead of the game,быть на шаг впереди; держать марку,30896,idiom,,false
trendy,модный; в тренде,30897,adj,,false
save it for a rainy day,отложить на чёрный день,30898,idiom,,false
to get cold feet,струсить в последний момент; пойти на попятную,30899,idiom,,false
give a shout out to,передать привет; упомянуть с благодарностью,30900,idiom,,false
to slack up,сбавить обороты; расслабиться,30901,phrasal,,true
(to be) taken aback,быть ошеломлённым; опешить,30902,idiom,,false
I'm stumped.,"я в тупике; не знаю, что сказать",30903,phrase,,false
What have you been up to? (meaning AND pronunciation--LOTS to learn!),чем занимался?; как поживаешь?,30904,phrase,,false
a slacker,лентяй; бездельник,30905,noun,,false
going through a rough patch,переживать трудный период; полоса невезения,30906,idiom,,false
bawling your eyes out,рыдать в три ручья,30907,idiom,,false
stay on my tail,не отставай от меня; следуй за мной по пятам,30908,idiom,,false
"binding, bound to NOUN",обязывающий; обречённый/обязанный,30909,adj,,false
to be BOUND TO verb,непременно сделать; быть обязанным,30910,idiom,,false
to hit it off,сразу поладить; найти общий язык,30911,phrasal,,true
to hit on someone,клеиться к кому-то; заигрывать,30912,phrasal,,true
What for? (plus three more!),зачем?; для чего?,30913,phrase,,false
That figures!,так и думал!; ожидаемо!,30914,idiom,,false
party away VS party on,веселиться напропалую против так держать,30915,phrase,,false
I'm in/out...I'm on/off...they can be confusing!,я за/против... я начал/закончил... легко запутаться,30916,phrase,,false
easy on the eyes/ears/taste buds/,приятный для глаз/слуха/вкуса,30917,idiom,,false
the apple doesn't fall far from the tree,яблоко от яблони недалеко падает,30918,idiom,,false
to do a disservice to someone,оказать кому-то медвежью услугу,30919,idiom,,false
out of my league,не моего уровня; не по зубам,30920,idiom,,false
spick and span,чисто; с иголочки,30921,idiom,,false
to make ends meet,сводить концы с концами,30922,idiom,,false
to go with the flow,плыть по течению,30923,idiom,,false
Auld Lang Syne (the New Year's Eve song!),старое доброе время (новогодняя песня),30924,noun,,false
to stoop so low TO (part two!!),"опуститься так низко, чтобы (ч.2)",30925,idiom,,false
to stoop SO low as to...,"дойти до того, чтобы...",30926,idiom,,false
I'm fixing to ~... I'm finna ~...,я собираюсь ~...; я вот-вот ~ (разг.),30927,phrase,,false
a stocking stuffer,мелкий подарок в новогодний чулок,30928,noun,,false
to foot the bill,оплатить счёт; взять расходы на себя,30929,idiom,,false
It's all Greek to me.,для меня это китайская грамота,30930,idiom,,false
to have the guts,иметь смелость; набраться духу,30931,idiom,,false
bores me to tears,наводит на меня смертельную скуку,30932,idiom,,false
to hound somebody,донимать; преследовать кого-то,30933,verb,,false
holiday traffic,праздничные пробки,30934,noun,,false
Happy holidays!!,с праздником!,30935,interjection,,false
to be out of sorts,быть не в духе; быть не в своей тарелке,30936,idiom,,false
dress-down Fridays,пятницы без дресс-кода,30937,noun,,false
corny,банальный; пошлый; избитый,30938,adj,,false
gone wild!!,разгулялся!; пустился во все тяжкие,30939,idiom,,false
Twoosh!!,точно в цель!; в яблочко!,30940,interjection,,false
to be IN THE MOMENT,быть здесь и сейчас; жить моментом,30941,idiom,,false
to DITCH,бросить; смыться,30942,verb,,false
a cheat sheet,шпаргалка,30943,noun,,false
to be up to something,что-то затевать; замышлять,30944,idiom,,false
to be at the helm,быть у руля; стоять во главе,30945,idiom,,false
in my clutches,в моих руках; в моей власти,30946,idiom,,false
give a wide berth,держаться подальше; обходить стороной,30947,idiom,,false
to MULL it OVER,обдумать; взвесить,30948,phrasal,,true
devastated,опустошённый; убитый горем,30949,adj,,false
great taste,отменный вкус,30950,phrase,,false
Nothing but the best!,только самое лучшее!,30951,phrase,,false
on a health kick!,на здоровом образе жизни; помешан на ЗОЖ,30952,idiom,,false
the straight and narrow,честный путь; путь истинный,30953,idiom,,false
to PIPE DOWN,потише!; уймись!,30954,phrasal,,true
What's all the racket?,что за шум?; что за гам?,30955,phrase,,false
not nearly enough,далеко не достаточно,30956,phrase,,false
I even (plus VERB),я даже (+ глагол),30957,phrase,,false
to have a HANKERING FOR something,сильно хотеть чего-то; жаждать,30958,idiom,,false
to flake out,слиться; не прийти; подвести,30959,phrasal,,true
frazzled,измотанный; на нервах,30960,adj,,false
to hunker down,засесть; залечь; приготовиться переждать,30961,phrasal,,true
classic VS classical,классический (классный) против классический (муз.),30962,phrase,,false
CONtent or conTENT?!,содержание или довольный? (ударение),30963,phrase,,false
may be OR maybe,может быть (раздельно) или возможно (слитно),30964,phrase,,false
even (two usages),даже; ровный (два значения),30965,adv,,false
swagger,развязность; самоуверенная походка,30966,noun,,false
I'm looking into ~ing,"я подумываю о том, чтобы ~",30967,phrase,,false
A trumps B,A важнее B; A берёт верх над B,30968,verb,,false
willpower,сила воли,30969,noun,,false
TRIP vs TRAVEL vs JOURNEY,поездка против путешествия против странствия,30970,noun,,false
to PUT somebody ON (2 meanings!),разыгрывать кого-то; знакомить (2 значения),30971,phrasal,,true
My ~~~ is not up to task!,мой ~ не на высоте; не справляется,30972,phrase,,false
You might as well...,мог бы с тем же успехом...,30973,phrase,,false
"Recollection, recall, remember, memorize, memory","воспоминание, припоминание, помнить, заучивать, память",30974,noun,,false
How do you like them apples?,"ну что, съел?; как тебе такое?",30975,idiom,,false
Here you go! VS There you go!,"вот, держи; вот, пожалуйста (при передаче); ну вот, видишь",30976,phrase,,false
go to school VS go to THE school,ходить в школу (учиться) VS пойти в (конкретное) здание школы,30977,phrase,,false
Stupid is as stupid does!,"глупый тот, кто глупо поступает",30978,idiom,,false
to STICK OUT LIKE A SORE THUMB!,бросаться в глаза; резко выделяться (некстати),30979,idiom,,false
to BLEND IN,сливаться с окружением; не выделяться,30980,phrasal,,true
knocked my socks off,потряс меня; сразил наповал,30981,idiom,,false
beyond a shadow of a doubt,вне всяких сомнений,30982,idiom,,false
to shadow someone!,ходить хвостом за кем-то; следить,30983,verb,,false
a shadow,тень,30984,noun,,false
a shady guy,тёмная личность; подозрительный тип,30985,noun,,false
made in the shade,как сыр в масле; обеспеченный,30986,idiom,,false
in the shade,в тени,30987,phrase,,false
roly-poly,пухлый; кругленький,30988,adj,,false
Hit the sack.,завалиться спать,30989,idiom,,false
My two cents...,моё скромное мнение,30990,idiom,,false
Suit yourself!,как хочешь; дело твоё,30991,interjection,,false
It doesn't agree with me.,мне это не подходит; меня от этого мутит,30992,idiom,,false
That hits the spot!!,"то, что надо!; в самый раз!",30993,idiom,,false
Here's to your,за твоё (здоровье),30994,phrase,,false
"I like them ""PLURAL NOUN""!!",обожаю [мн. сущ.]!,30995,phrase,,false
in for a bumpy ride,будет непросто; ждёт тряская дорога,30996,idiom,,false
I couldn't have said it better! (Pronunciation TIPS!),лучше не скажешь!; полностью согласен,30997,idiom,,false
I've been meaning to tell you...,давно хотел тебе сказать...,30998,phrase,,false
as far as I can tell (PLUS many variations inside!),насколько я могу судить,30999,idiom,,false
a hangover...to hang over,похмелье; нависать,31000,noun,,false
on the rocks (Whiskey or Coke?!),со льдом (о напитке),31001,idiom,,false
to be on the rocks,трещать по швам; на грани разрыва,31002,idiom,,false
smooth sailing,всё гладко; без проблем,31003,idiom,,false
Are you still...? VS You are still...?,ты всё ещё...? VS ты по-прежнему...,31004,phrase,,false
(to) hang your hat on (something),делать ставку на что-то; полагаться на,31005,idiom,,false
sweet tooth,сладкоежка; тяга к сладкому,31006,idiom,,false
sneak attack,внезапное нападение; атака исподтишка,31007,noun,,false
to hammer something home,вбивать что-то в голову; растолковывать,31008,idiom,,false
to hang out,тусоваться; зависать,31009,phrasal,,true
Keep it together!!,держи себя в руках!; не раскисай!,31010,idiom,,false
I can't help but DO SOMETHING!,"не могу удержаться, чтобы не...",31011,idiom,,false
monkey business,баловство; махинации; шалости,31012,idiom,,false
busy work,бесполезная работа; занятость для вида,31013,noun,,false
All you gotta do is...,"всё, что нужно сделать, это...",31014,phrase,,false
Bust a move!!,зажги!; давай танцуй!,31015,idiom,,false
What's your approach?,какой у тебя подход?,31016,phrase,,false
jump the shark,исписаться; скатиться (о сериале),31017,idiom,,false
watered-down,разбавленный; смягчённый; выхолощенный,31018,adj,,false
It doesn't measure up!!,не дотягивает!; не соответствует,31019,idiom,,false
What do YOU think? (Be careful with the intonation!),а ты как думаешь?,31020,phrase,,false
to be ON AND OFF,"то появляться, то пропадать; с перерывами",31021,idiom,,false
for good,навсегда,31022,idiom,,false
I'm all tied up.,я весь занят; у меня дел невпроворот,31023,idiom,,false
head honcho,большая шишка; главный начальник,31024,idiom,,false
to brown bag it,брать обед с собой (из дома),31025,idiom,,false
to have someone over,пригласить кого-то в гости,31026,phrasal,,true
30-something,человек за тридцать,31027,noun,,false
Tops!,максимум!; не больше!,31028,interjection,,false
I'm in deep doo-doo,я по уши в дерьме; влип,31029,idiom,,false
Hero vs Heroine PLUS one more inside!,герой VS героиня,31030,noun,,false
Keep'm comin!,неси ещё!; подливай!,31031,interjection,,false
If I were in your shoes...,на твоём месте...,31032,idiom,,false
You and I/me...both?,мы оба?; ты и я тоже?,31033,phrase,,false
He's 40 going on 10!,"ему сорок, а ведёт себя как ребёнок",31034,idiom,,false
a tar baby,"неразрешимая проблема; то, к чему лучше не лезть",31035,idiom,,false
(to) pay it forward,отплатить добром другому (по цепочке),31036,idiom,,false
straight from...,прямиком из...,31037,phrase,,false
(to be) SLICK,ловкий; хитрый; скользкий,31038,adj,,false
to GIVE A SHOUT OUT TO someone,передать кому-то привет (публично),31039,idiom,,false
(to) feel boxed in,чувствовать себя зажатым; загнанным в угол,31040,idiom,,false
(to be) intense,напряжённый; интенсивный,31041,adj,,false
Man it up!,будь мужиком!; соберись!,31042,idiom,,false
few and far between,редкий; раз-два и обчёлся,31043,idiom,,false
I'm going to... (4 Pronunciations!),я собираюсь...,31044,phrase,,false
the black sheep,белая ворона; паршивая овца,31045,idiom,,false
He's mature for his age.,он зрелый не по годам,31046,phrase,,false
Grow up!,повзрослей!; хватит ребячиться!,31047,interjection,,false
It spoke to me^^,зацепило; нашло отклик во мне,31048,idiom,,false
high-profile,громкий; заметный; на виду,31049,adj,,false
another nail in the coffin,ещё один гвоздь в крышку гроба,31050,idiom,,false
What do you say we...,"как насчёт того, чтобы...",31051,phrase,,false
low-key,сдержанный; ненавязчивый; тихий,31052,adj,,false
hard to beat,трудно превзойти; вне конкуренции,31053,idiom,,false
"Damned if I do, damned if I don't!","куда ни кинь, всюду клин",31054,idiom,,false
"No ifs, ands or buts!","никаких ""но""!; без отговорок!",31055,idiom,,false
Bite me!!,да пошёл ты! (груб.); отвали!,31056,interjection,,false
bite the dust,загнуться; потерпеть крах,31057,idiom,,false
Beats me!,понятия не имею!,31058,interjection,,false
Who are you? Einstein?,"ты что, гений?; тоже мне умник",31059,phrase,,false
in my book...,по моему мнению...,31060,idiom,,false
Is A considered B?,считается ли A за B?,31061,phrase,,false
Go figure!,ну надо же!; поди разбери!,31062,interjection,,false
sooner or later,рано или поздно,31063,idiom,,false
typo,опечатка,31064,noun,,false
Keep it PG!,держи себя прилично!; без пошлостей!,31065,idiom,,false
I'm perplexed!,я в замешательстве!; сбит с толку,31066,adj,,false
rather upset,довольно расстроенный,31067,adj,,false
to order take-out,заказать еду навынос,31068,idiom,,false
Make ends meet,сводить концы с концами,31069,idiom,,false
to die for,пальчики оближешь; обалденный,31070,idiom,,false
to get the hang of it,приноровиться; набить руку,31071,idiom,,false
a sneezing FIT,приступ чихания,31072,noun,,false
to get the GIST,уловить суть,31073,idiom,,false
pouting,надувать губы; дуться,31074,verb,,false
"sump'n, nut'n, get'n","что-то, ничего, получаю (разг. произношение)",31075,phrase,,false
For shits and giggles!,ради прикола; забавы ради (груб.),31076,idiom,,false
to GO AWAY,уходить; убираться прочь,31077,phrasal,,true
Put some elbow into it!,поднажми!; вложи усилия!,31078,idiom,,false
to be IN HEAT,быть в течке,31079,idiom,,false
What the HECK is wrong with you?,да что с тобой не так?,31080,phrase,,false
is it!,вот оно!; то самое!,31081,interjection,,false
to PIG OUT,объедаться; уплетать за обе щеки,31082,phrasal,,true
ad hoc,на скорую руку; по случаю,31083,adj,,false
veggies,овощи (разг.),31084,noun,,false
my diet,моя диета,31085,noun,,false
to get CARRIED AWAY,увлечься; перегнуть палку,31086,phrasal,,true
My dogs are barking!,ноги гудят; ноги отваливаются,31087,idiom,,false
to GOOF OFF,валять дурака; бездельничать,31088,phrasal,,true
Nine out of ten...,девять из десяти...,31089,phrase,,false
I changed my mind.,я передумал,31090,phrase,,false
take it with a grain of salt,не принимать на веру; относиться скептически,31091,idiom,,false
When it comes to...,когда речь идёт о...,31092,idiom,,false
to TWEAK something,подправить; подкрутить; доработать,31093,verb,,false
to KOWTOW,раболепствовать; пресмыкаться,31094,verb,,false
to TINKER AROUND with something,ковыряться; возиться с чем-то,31095,phrasal,,true
and whatnot,и тому подобное; и всё такое,31096,idiom,,false
to be ON CALL,быть на дежурстве; на подхвате,31097,idiom,,false
Hat's off to YOU!!,снимаю перед тобой шляпу!,31098,idiom,,false
a brouhaha,шумиха; переполох,31099,noun,,false
to STRAIGHTEN smo/smt OUT,уладить; навести порядок; вразумить,31100,phrasal,,true
hoopla,шумиха; ажиотаж,31101,noun,,false
to get the nod,получить одобрение; быть выбранным,31102,idiom,,false
Nuke it!,разогрей в микроволновке!,31103,verb,,false
to PUT UP WITH someone/something,мириться с кем-то/чем-то; терпеть,31104,phrasal,,true
Don't chew with your mouth open!,не чавкай!,31105,phrase,,false
to HONE,оттачивать; совершенствовать,31106,verb,,false
I'm sticking to my guns!,стою на своём!; не сдаю позиций,31107,idiom,,false
cushy,непыльный; тёпленький (о работе),31108,adj,,false
...on the edge,на взводе; на грани,31109,idiom,,false
a pushover,тряпка; безвольный человек,31110,noun,,false
taking forever!,тянется бесконечно; целую вечность,31111,idiom,,false
to TURN OUT,оказаться (в итоге); получиться,31112,phrasal,,true
being picky,придирчивый; разборчивый,31113,adj,,false
the apple of one's eye,зеница ока; любимец,31114,idiom,,false
Keep it down!,потише!; не шуми!,31115,idiom,,false
Keep me on my toes,держать в тонусе; не давать расслабиться,31116,idiom,,false
Kick it up a notch!,поднажми!; на новый уровень!,31117,idiom,,false
I'm down!,я за!; согласен!,31118,interjection,,false
to LACK something,испытывать нехватку чего-то,31119,verb,,false
to TURN IN,ложиться спать; сдавать (работу),31120,phrasal,,true
to COME IN ON (day),приходить (в какой-то день),31121,phrasal,,true
a pain in the neck,заноза; головная боль,31122,idiom,,false
to STEAL someone's THUNDER,перехватить чужую славу,31123,idiom,,false
to GO DOWN to...,"съездить, спуститься в...",31124,phrasal,,true
to COME DOWN WITH something,слечь с болезнью; подхватить (простуду),31125,phrasal,,true
...already!,да хватит уже!; наконец-то!,31126,interjection,,false
to GO ALL OUT,выложиться по полной; пойти ва-банк,31127,idiom,,false
Don't sweat it!,не парься!; не бери в голову!,31128,idiom,,false
LUCK vs LOCK vs LOOK,удача VS замок VS взгляд,31129,noun,,false
I beg to differ.,позволю себе не согласиться,31130,idiom,,false
It'll all come down to...,всё сведётся к...,31131,idiom,,false
to SELL someone OUT,сдать кого-то; предать,31132,phrasal,,true
I'm broke!,я на мели!,31133,idiom,,false
To rain on someone's parade,портить кому-то праздник; обламывать,31134,idiom,,false
Count me IN/OUT,я в деле / я пас,31135,idiom,,false
Knock on wood!,"тьфу-тьфу, чтоб не сглазить!",31136,idiom,,false
Are you done yet?,ты ещё не закончил?,31137,phrase,,false
to PUSH IT,перегибать палку; рисковать,31138,idiom,,false
to LOOK AWAY,отвести взгляд; отвернуться,31139,phrasal,,true
I couldn't help it.,я не сдержался; ничего не мог поделать,31140,idiom,,false
What purpose does it serve?,какой в этом смысл?; зачем это нужно?,31141,phrase,,false
...pathetic,жалкий; убогий,31142,adj,,false
...poor children,бедные дети,31143,phrase,,false
Pick your poison!,выбирай яд (выпивку); выбирай на свой вкус,31144,idiom,,false
Do it over!,переделай!,31145,phrase,,false
in a jiffy,мигом; в два счёта,31146,idiom,,false
Thanks to,благодаря,31147,phrase,,false
because of,из-за,31148,phrase,,false
to DO UP something,застегнуть; привести в порядок,31149,phrasal,,true
to DO something UP,застегнуть что-то; нарядить,31150,phrasal,,true
TGIF!!,"слава богу, пятница!",31151,interjection,,false
I had a long week.,выдалась тяжёлая неделя,31152,phrase,,false
to DO AWAY WITH something,покончить с чем-то; избавиться,31153,phrasal,,true
PURE nonsense!,полная чушь!,31154,idiom,,false
Did you get out ~ING?,тебе удалось куда-нибудь выбраться?,31155,phrase,,false
to COUNT ON somebody,рассчитывать на кого-то; полагаться,31156,phrasal,,true
to STOCK UP ON something,запастись чем-то,31157,phrasal,,true
I overslept.,я проспал,31158,phrase,,false
I'm into sports.,я увлекаюсь спортом,31159,idiom,,false
My knee went out.,колено отказало; колено подвело,31160,idiom,,false
What do you do for a living?,чем ты зарабатываешь на жизнь?,31161,phrase,,false
I slept in.,я поспал подольше; заспался,31162,phrasal,,true
I'm gonna kick back,расслаблюсь; отдохну,31163,phrasal,,true
What's up this weekend?,какие планы на выходные?,31164,phrase,,false
How YOU doin?!!,как делишки?; как сам?,31165,interjection,,false
